Date,FFR
19/04/1920,25543.87
20/04/1920,25547.93
21/04/1920,25551.99
22/04/1920,25556.05
23/04/1920,25560.12
26/04/1920,25564.18
27/04/1920,25568.25
28/04/1920,25572.32
29/04/1920,25576.38
30/04/1920,25580.45
03/05/1920,25584.52
04/05/1920,25588.6
05/05/1920,25592.67
06/05/1920,25596.74
07/05/1920,25600.82
10/05/1920,25604.9
11/05/1920,25608.97
12/05/1920,25613.05
13/05/1920,25617.13
14/05/1920,25621.21
17/05/1920,25625.29
18/05/1920,25629.38
19/05/1920,25633.46
20/05/1920,25637.55
21/05/1920,25641.63
24/05/1920,25645.72
25/05/1920,25649.81
26/05/1920,25653.9
27/05/1920,25657.99
28/05/1920,25662.08
01/06/1920,25666.18
02/06/1920,25670.27
03/06/1920,25674.37
04/06/1920,25678.46
07/06/1920,25682.56
08/06/1920,25686.66
09/06/1920,25690.76
10/06/1920,25694.86
11/06/1920,25698.97
14/06/1920,25703.07
15/06/1920,25707.17
16/06/1920,25711.28
17/06/1920,25715.39
18/06/1920,25719.5
21/06/1920,25723.6
22/06/1920,25727.72
23/06/1920,25731.83
24/06/1920,25735.94
25/06/1920,25740.05
28/06/1920,25744.17
29/06/1920,25748.29
30/06/1920,25752.4
01/07/1920,25756.52
02/07/1920,25760.64
06/07/1920,25764.76
07/07/1920,25768.88
08/07/1920,25773.01
09/07/1920,25777.13
12/07/1920,25781.26
13/07/1920,25785.38
14/07/1920,25789.51
15/07/1920,25793.64
16/07/1920,25797.77
19/07/1920,25801.9
20/07/1920,25806.03
21/07/1920,25810.17
22/07/1920,25814.3
23/07/1920,25818.44
26/07/1920,25822.58
27/07/1920,25826.71
28/07/1920,25830.85
29/07/1920,25834.99
30/07/1920,25839.13
02/08/1920,25843.28
03/08/1920,25847.42
04/08/1920,25851.57
05/08/1920,25855.71
06/08/1920,25859.86
09/08/1920,25864.01
10/08/1920,25868.16
11/08/1920,25872.31
12/08/1920,25876.46
13/08/1920,25880.61
16/08/1920,25884.76
17/08/1920,25888.92
18/08/1920,25893.08
19/08/1920,25897.23
20/08/1920,25901.39
23/08/1920,25905.55
24/08/1920,25909.71
25/08/1920,25913.87
26/08/1920,25918.04
27/08/1920,25922.2
30/08/1920,25926.36
31/08/1920,25930.53
01/09/1920,25934.7
02/09/1920,25938.87
03/09/1920,25943.04
07/09/1920,25947.21
08/09/1920,25951.38
09/09/1920,25955.55
10/09/1920,25959.73
13/09/1920,25963.9
14/09/1920,25968.08
15/09/1920,25972.26
16/09/1920,25976.44
17/09/1920,25980.62
20/09/1920,25984.8
21/09/1920,25988.98
22/09/1920,25993.17
23/09/1920,25997.35
24/09/1920,26001.54
27/09/1920,26005.73
28/09/1920,26009.92
29/09/1920,26014.11
30/09/1920,26018.3
01/10/1920,26022.49
04/10/1920,26026.68
05/10/1920,26030.88
06/10/1920,26035.07
07/10/1920,26039.27
08/10/1920,26043.47
11/10/1920,26047.67
13/10/1920,26051.87
14/10/1920,26056.07
15/10/1920,26060.27
18/10/1920,26064.47
19/10/1920,26068.68
20/10/1920,26072.89
21/10/1920,26077.09
22/10/1920,26081.3
25/10/1920,26085.51
26/10/1920,26089.72
27/10/1920,26093.93
28/10/1920,26098.15
29/10/1920,26102.36
01/11/1920,26106.58
03/11/1920,26110.79
04/11/1920,26115.01
05/11/1920,26119.23
08/11/1920,26123.45
09/11/1920,26127.67
10/11/1920,26131.9
11/11/1920,26136.12
12/11/1920,26140.35
15/11/1920,26144.57
16/11/1920,26148.8
17/11/1920,26153.03
18/11/1920,26157.26
19/11/1920,26161.49
22/11/1920,26165.72
23/11/1920,26169.96
24/11/1920,26174.19
26/11/1920,26178.43
29/11/1920,26182.67
30/11/1920,26186.9
01/12/1920,26191.14
02/12/1920,26195.38
03/12/1920,26199.63
06/12/1920,26203.87
07/12/1920,26208.11
08/12/1920,26212.36
09/12/1920,26216.61
10/12/1920,26220.85
13/12/1920,26225.1
14/12/1920,26229.35
15/12/1920,26233.61
16/12/1920,26237.86
17/12/1920,26242.11
20/12/1920,26246.37
21/12/1920,26250.62
22/12/1920,26254.88
23/12/1920,26259.14
24/12/1920,26263.4
27/12/1920,26267.66
28/12/1920,26271.92
29/12/1920,26276.18
30/12/1920,26280.45
31/12/1920,26284.71
03/01/1921,26288.97
04/01/1921,26293.23
05/01/1921,26297.49
06/01/1921,26301.75
07/01/1921,26306
10/01/1921,26310.25
11/01/1921,26314.5
12/01/1921,26318.74
13/01/1921,26322.98
14/01/1921,26327.23
17/01/1921,26331.46
18/01/1921,26335.7
19/01/1921,26339.93
20/01/1921,26344.16
21/01/1921,26348.39
24/01/1921,26352.61
25/01/1921,26356.83
26/01/1921,26361.05
27/01/1921,26365.26
28/01/1921,26369.48
31/01/1921,26373.69
01/02/1921,26377.9
02/02/1921,26382.1
03/02/1921,26386.31
04/02/1921,26390.51
07/02/1921,26394.7
08/02/1921,26398.9
09/02/1921,26403.09
10/02/1921,26407.28
11/02/1921,26411.47
14/02/1921,26415.66
15/02/1921,26419.84
16/02/1921,26424.02
17/02/1921,26428.2
18/02/1921,26432.38
21/02/1921,26436.55
23/02/1921,26440.72
24/02/1921,26444.88
25/02/1921,26449.05
28/02/1921,26453.21
01/03/1921,26457.36
02/03/1921,26461.52
03/03/1921,26465.67
04/03/1921,26469.82
07/03/1921,26473.97
08/03/1921,26478.11
09/03/1921,26482.26
10/03/1921,26486.4
11/03/1921,26490.53
14/03/1921,26494.67
15/03/1921,26498.8
16/03/1921,26502.92
17/03/1921,26507.05
18/03/1921,26511.18
21/03/1921,26515.29
22/03/1921,26519.41
23/03/1921,26523.53
24/03/1921,26527.64
28/03/1921,26531.74
29/03/1921,26535.85
30/03/1921,26539.95
31/03/1921,26544.05
01/04/1921,26548.14
04/04/1921,26552.24
05/04/1921,26556.33
06/04/1921,26560.42
07/04/1921,26564.5
08/04/1921,26568.59
11/04/1921,26572.67
12/04/1921,26576.75
13/04/1921,26580.83
14/04/1921,26584.9
15/04/1921,26588.98
18/04/1921,26593.04
19/04/1921,26597.11
20/04/1921,26601.18
21/04/1921,26605.24
22/04/1921,26609.3
25/04/1921,26613.36
26/04/1921,26617.42
27/04/1921,26621.47
28/04/1921,26625.52
29/04/1921,26629.57
02/05/1921,26633.62
03/05/1921,26637.66
04/05/1921,26641.7
05/05/1921,26645.74
06/05/1921,26649.78
09/05/1921,26653.81
10/05/1921,26657.84
11/05/1921,26661.87
12/05/1921,26665.89
13/05/1921,26669.92
16/05/1921,26673.93
17/05/1921,26677.95
18/05/1921,26681.96
19/05/1921,26685.98
20/05/1921,26689.99
23/05/1921,26693.99
24/05/1921,26697.99
25/05/1921,26701.99
26/05/1921,26705.99
27/05/1921,26709.99
31/05/1921,26713.98
01/06/1921,26717.96
02/06/1921,26721.95
03/06/1921,26725.93
06/06/1921,26729.91
07/06/1921,26733.88
08/06/1921,26737.86
09/06/1921,26741.83
10/06/1921,26745.8
13/06/1921,26749.76
14/06/1921,26753.73
15/06/1921,26757.69
16/06/1921,26761.65
17/06/1921,26765.61
20/06/1921,26769.56
21/06/1921,26773.51
22/06/1921,26777.47
23/06/1921,26781.41
24/06/1921,26785.36
27/06/1921,26789.3
28/06/1921,26793.24
29/06/1921,26797.18
30/06/1921,26801.12
01/07/1921,26805.05
05/07/1921,26808.98
06/07/1921,26812.9
07/07/1921,26816.82
08/07/1921,26820.74
11/07/1921,26824.66
12/07/1921,26828.57
13/07/1921,26832.48
14/07/1921,26836.39
15/07/1921,26840.3
18/07/1921,26844.2
19/07/1921,26848.09
20/07/1921,26851.99
21/07/1921,26855.88
22/07/1921,26859.78
25/07/1921,26863.66
26/07/1921,26867.55
27/07/1921,26871.43
28/07/1921,26875.31
29/07/1921,26879.19
01/08/1921,26883.06
02/08/1921,26886.93
03/08/1921,26890.8
04/08/1921,26894.67
05/08/1921,26898.53
08/08/1921,26902.39
09/08/1921,26906.24
10/08/1921,26910.1
11/08/1921,26913.95
12/08/1921,26917.8
15/08/1921,26921.64
16/08/1921,26925.49
17/08/1921,26929.33
18/08/1921,26933.16
19/08/1921,26937
22/08/1921,26940.83
23/08/1921,26944.66
24/08/1921,26948.48
25/08/1921,26952.31
26/08/1921,26956.13
29/08/1921,26959.94
30/08/1921,26963.76
31/08/1921,26967.57
01/09/1921,26971.38
02/09/1921,26975.19
06/09/1921,26978.99
07/09/1921,26982.79
08/09/1921,26986.58
09/09/1921,26990.38
12/09/1921,26994.17
13/09/1921,26997.95
14/09/1921,27001.74
15/09/1921,27005.53
16/09/1921,27009.31
19/09/1921,27013.09
20/09/1921,27016.86
21/09/1921,27020.63
22/09/1921,27024.41
23/09/1921,27028.18
26/09/1921,27031.94
27/09/1921,27035.7
28/09/1921,27039.47
29/09/1921,27043.23
30/09/1921,27046.98
03/10/1921,27050.74
04/10/1921,27054.49
05/10/1921,27058.23
06/10/1921,27061.98
07/10/1921,27065.72
10/10/1921,27069.46
11/10/1921,27073.2
13/10/1921,27076.93
14/10/1921,27080.66
17/10/1921,27084.38
18/10/1921,27088.1
19/10/1921,27091.82
20/10/1921,27095.53
21/10/1921,27099.25
24/10/1921,27102.96
25/10/1921,27106.66
26/10/1921,27110.37
27/10/1921,27114.07
28/10/1921,27117.77
31/10/1921,27121.46
01/11/1921,27125.15
02/11/1921,27128.84
03/11/1921,27132.53
04/11/1921,27136.22
07/11/1921,27139.9
09/11/1921,27143.58
10/11/1921,27147.25
14/11/1921,27150.92
15/11/1921,27154.58
16/11/1921,27158.25
17/11/1921,27161.91
18/11/1921,27165.57
21/11/1921,27169.22
22/11/1921,27172.88
23/11/1921,27176.53
25/11/1921,27180.18
28/11/1921,27183.82
29/11/1921,27187.46
30/11/1921,27191.09
01/12/1921,27194.73
02/12/1921,27198.37
05/12/1921,27201.99
06/12/1921,27205.62
07/12/1921,27209.24
08/12/1921,27212.86
09/12/1921,27216.48
12/12/1921,27220.1
13/12/1921,27223.71
14/12/1921,27227.32
15/12/1921,27230.92
16/12/1921,27234.53
19/12/1921,27238.13
20/12/1921,27241.72
21/12/1921,27245.32
22/12/1921,27248.91
23/12/1921,27252.5
27/12/1921,27256.08
28/12/1921,27259.66
29/12/1921,27263.24
30/12/1921,27266.81
03/01/1922,27270.38
04/01/1922,27273.95
05/01/1922,27277.53
06/01/1922,27281.1
09/01/1922,27284.68
10/01/1922,27288.25
11/01/1922,27291.83
12/01/1922,27295.41
13/01/1922,27298.99
16/01/1922,27302.57
17/01/1922,27306.15
18/01/1922,27309.73
19/01/1922,27313.31
20/01/1922,27316.89
23/01/1922,27320.48
24/01/1922,27324.07
25/01/1922,27327.65
26/01/1922,27331.24
27/01/1922,27334.83
30/01/1922,27338.42
31/01/1922,27342.01
01/02/1922,27345.6
02/02/1922,27349.19
03/02/1922,27352.78
06/02/1922,27356.38
07/02/1922,27359.97
08/02/1922,27363.56
09/02/1922,27367.16
10/02/1922,27370.75
14/02/1922,27374.35
15/02/1922,27377.94
16/02/1922,27381.54
17/02/1922,27385.14
20/02/1922,27388.73
21/02/1922,27392.33
23/02/1922,27395.93
24/02/1922,27399.53
27/02/1922,27403.13
28/02/1922,27406.72
01/03/1922,27410.32
02/03/1922,27413.92
03/03/1922,27417.53
06/03/1922,27421.13
07/03/1922,27424.73
08/03/1922,27428.34
09/03/1922,27431.94
10/03/1922,27435.55
13/03/1922,27439.16
14/03/1922,27442.77
15/03/1922,27446.38
16/03/1922,27449.99
17/03/1922,27453.6
20/03/1922,27457.21
21/03/1922,27460.82
22/03/1922,27464.44
23/03/1922,27468.05
24/03/1922,27471.67
27/03/1922,27475.29
28/03/1922,27478.9
29/03/1922,27482.52
30/03/1922,27486.14
31/03/1922,27489.76
03/04/1922,27493.39
04/04/1922,27497.01
05/04/1922,27500.63
06/04/1922,27504.25
07/04/1922,27507.88
10/04/1922,27511.5
11/04/1922,27515.13
12/04/1922,27518.75
13/04/1922,27522.38
17/04/1922,27526
18/04/1922,27529.63
19/04/1922,27533.26
20/04/1922,27536.88
21/04/1922,27540.51
24/04/1922,27544.14
25/04/1922,27547.77
26/04/1922,27551.4
27/04/1922,27555.03
28/04/1922,27558.66
01/05/1922,27562.29
02/05/1922,27565.92
03/05/1922,27569.55
04/05/1922,27573.19
05/05/1922,27576.82
08/05/1922,27580.46
09/05/1922,27584.09
10/05/1922,27587.73
11/05/1922,27591.37
12/05/1922,27595.01
15/05/1922,27598.65
16/05/1922,27602.29
17/05/1922,27605.93
18/05/1922,27609.57
19/05/1922,27613.22
22/05/1922,27616.86
23/05/1922,27620.51
24/05/1922,27624.16
25/05/1922,27627.8
26/05/1922,27631.45
29/05/1922,27635.1
31/05/1922,27638.75
01/06/1922,27642.41
02/06/1922,27646.06
05/06/1922,27649.71
06/06/1922,27653.37
07/06/1922,27657.02
08/06/1922,27660.68
09/06/1922,27664.33
12/06/1922,27667.99
13/06/1922,27671.64
14/06/1922,27675.3
15/06/1922,27678.96
16/06/1922,27682.61
19/06/1922,27686.27
20/06/1922,27689.93
21/06/1922,27693.59
22/06/1922,27697.25
23/06/1922,27700.91
26/06/1922,27704.57
27/06/1922,27708.23
28/06/1922,27711.89
29/06/1922,27715.55
30/06/1922,27719.22
03/07/1922,27722.88
05/07/1922,27726.54
06/07/1922,27730.21
07/07/1922,27733.88
10/07/1922,27737.54
11/07/1922,27741.21
12/07/1922,27744.88
13/07/1922,27748.55
14/07/1922,27752.22
17/07/1922,27755.9
18/07/1922,27759.57
19/07/1922,27763.25
20/07/1922,27766.92
21/07/1922,27770.6
24/07/1922,27774.28
25/07/1922,27777.95
26/07/1922,27781.63
27/07/1922,27785.31
28/07/1922,27789
31/07/1922,27792.68
01/08/1922,27796.36
02/08/1922,27800.05
03/08/1922,27803.73
04/08/1922,27807.42
07/08/1922,27811.1
08/08/1922,27814.79
09/08/1922,27818.47
10/08/1922,27822.16
11/08/1922,27825.85
14/08/1922,27829.54
15/08/1922,27833.23
16/08/1922,27836.91
17/08/1922,27840.6
18/08/1922,27844.29
21/08/1922,27847.98
22/08/1922,27851.68
23/08/1922,27855.37
24/08/1922,27859.06
25/08/1922,27862.75
28/08/1922,27866.44
29/08/1922,27870.14
30/08/1922,27873.83
31/08/1922,27877.53
01/09/1922,27881.22
05/09/1922,27884.92
06/09/1922,27888.61
07/09/1922,27892.31
08/09/1922,27896.01
11/09/1922,27899.71
12/09/1922,27903.42
13/09/1922,27907.12
14/09/1922,27910.82
15/09/1922,27914.53
18/09/1922,27918.23
19/09/1922,27921.94
20/09/1922,27925.65
21/09/1922,27929.36
22/09/1922,27933.07
25/09/1922,27936.78
26/09/1922,27940.49
27/09/1922,27944.2
28/09/1922,27947.92
29/09/1922,27951.63
02/10/1922,27955.35
03/10/1922,27959.06
04/10/1922,27962.78
05/10/1922,27966.5
06/10/1922,27970.21
09/10/1922,27973.93
10/10/1922,27977.65
11/10/1922,27981.37
13/10/1922,27985.09
16/10/1922,27988.81
17/10/1922,27992.53
18/10/1922,27996.25
19/10/1922,27999.97
20/10/1922,28003.7
23/10/1922,28007.42
24/10/1922,28011.14
25/10/1922,28014.87
26/10/1922,28018.59
27/10/1922,28022.31
30/10/1922,28026.04
31/10/1922,28029.77
01/11/1922,28033.49
02/11/1922,28037.22
03/11/1922,28040.95
06/11/1922,28044.68
08/11/1922,28048.41
09/11/1922,28052.14
10/11/1922,28055.87
13/11/1922,28059.6
14/11/1922,28063.34
15/11/1922,28067.08
16/11/1922,28070.81
17/11/1922,28074.55
20/11/1922,28078.29
21/11/1922,28082.03
22/11/1922,28085.77
23/11/1922,28089.51
24/11/1922,28093.25
27/11/1922,28097
28/11/1922,28100.74
29/11/1922,28104.49
01/12/1922,28108.24
04/12/1922,28111.98
05/12/1922,28115.73
06/12/1922,28119.48
07/12/1922,28123.23
08/12/1922,28126.98
11/12/1922,28130.73
12/12/1922,28134.48
13/12/1922,28138.23
14/12/1922,28141.99
15/12/1922,28145.74
18/12/1922,28149.49
19/12/1922,28153.24
20/12/1922,28157
21/12/1922,28160.75
22/12/1922,28164.51
26/12/1922,28168.26
27/12/1922,28172.02
28/12/1922,28175.77
29/12/1922,28179.53
02/01/1923,28183.29
03/01/1923,28187.04
04/01/1923,28190.8
05/01/1923,28194.56
08/01/1923,28198.31
09/01/1923,28202.06
10/01/1923,28205.82
11/01/1923,28209.57
12/01/1923,28213.32
15/01/1923,28217.08
16/01/1923,28220.83
17/01/1923,28224.58
18/01/1923,28228.33
19/01/1923,28232.08
22/01/1923,28235.83
23/01/1923,28239.58
24/01/1923,28243.33
25/01/1923,28247.08
26/01/1923,28250.82
29/01/1923,28254.57
30/01/1923,28258.32
31/01/1923,28262.06
01/02/1923,28265.81
02/02/1923,28269.55
05/02/1923,28273.3
06/02/1923,28277.04
07/02/1923,28280.78
08/02/1923,28284.52
09/02/1923,28288.26
13/02/1923,28291.99
14/02/1923,28295.73
15/02/1923,28299.46
16/02/1923,28303.19
19/02/1923,28306.92
20/02/1923,28310.65
21/02/1923,28314.38
23/02/1923,28318.1
26/02/1923,28321.83
27/02/1923,28325.55
28/02/1923,28329.27
01/03/1923,28332.99
02/03/1923,28336.71
05/03/1923,28340.43
06/03/1923,28344.15
07/03/1923,28347.87
08/03/1923,28351.59
09/03/1923,28355.31
12/03/1923,28359.02
13/03/1923,28362.74
14/03/1923,28366.46
15/03/1923,28370.17
16/03/1923,28373.89
19/03/1923,28377.6
20/03/1923,28381.31
21/03/1923,28385.03
22/03/1923,28388.74
23/03/1923,28392.45
26/03/1923,28396.16
27/03/1923,28399.88
28/03/1923,28403.59
29/03/1923,28407.3
02/04/1923,28411
03/04/1923,28414.71
04/04/1923,28418.42
05/04/1923,28422.12
06/04/1923,28425.83
09/04/1923,28429.53
10/04/1923,28433.23
11/04/1923,28436.93
12/04/1923,28440.63
13/04/1923,28444.33
16/04/1923,28448.03
17/04/1923,28451.73
18/04/1923,28455.42
19/04/1923,28459.12
20/04/1923,28462.81
23/04/1923,28466.5
24/04/1923,28470.19
25/04/1923,28473.88
26/04/1923,28477.57
27/04/1923,28481.26
30/04/1923,28484.94
01/05/1923,28488.63
02/05/1923,28492.31
03/05/1923,28496
04/05/1923,28499.68
07/05/1923,28503.36
08/05/1923,28507.05
09/05/1923,28510.73
10/05/1923,28514.41
11/05/1923,28518.09
14/05/1923,28521.77
15/05/1923,28525.45
16/05/1923,28529.13
17/05/1923,28532.81
18/05/1923,28536.49
21/05/1923,28540.17
22/05/1923,28543.84
23/05/1923,28547.52
24/05/1923,28551.19
25/05/1923,28554.87
28/05/1923,28558.55
29/05/1923,28562.22
31/05/1923,28565.89
01/06/1923,28569.56
04/06/1923,28573.23
05/06/1923,28576.9
06/06/1923,28580.57
07/06/1923,28584.24
08/06/1923,28587.91
11/06/1923,28591.57
12/06/1923,28595.24
13/06/1923,28598.9
14/06/1923,28602.56
15/06/1923,28606.22
18/06/1923,28609.88
19/06/1923,28613.54
20/06/1923,28617.2
21/06/1923,28620.85
22/06/1923,28624.51
25/06/1923,28628.16
26/06/1923,28631.81
27/06/1923,28635.47
28/06/1923,28639.12
29/06/1923,28642.77
02/07/1923,28646.41
03/07/1923,28650.06
05/07/1923,28653.71
06/07/1923,28657.36
09/07/1923,28661
10/07/1923,28664.64
11/07/1923,28668.29
12/07/1923,28671.93
13/07/1923,28675.58
16/07/1923,28679.22
17/07/1923,28682.86
18/07/1923,28686.5
19/07/1923,28690.14
20/07/1923,28693.78
23/07/1923,28697.42
24/07/1923,28701.06
25/07/1923,28704.7
26/07/1923,28708.33
27/07/1923,28711.97
30/07/1923,28715.61
31/07/1923,28719.24
01/08/1923,28722.88
02/08/1923,28726.51
06/08/1923,28730.15
07/08/1923,28733.78
08/08/1923,28737.41
09/08/1923,28741.03
13/08/1923,28744.66
14/08/1923,28748.28
15/08/1923,28751.91
16/08/1923,28755.53
17/08/1923,28759.15
20/08/1923,28762.77
21/08/1923,28766.39
22/08/1923,28770.01
23/08/1923,28773.63
24/08/1923,28777.24
27/08/1923,28780.86
28/08/1923,28784.47
29/08/1923,28788.08
30/08/1923,28791.7
31/08/1923,28795.31
04/09/1923,28798.92
05/09/1923,28802.53
06/09/1923,28806.13
07/09/1923,28809.74
10/09/1923,28813.35
11/09/1923,28816.95
12/09/1923,28820.56
13/09/1923,28824.16
14/09/1923,28827.77
17/09/1923,28831.37
18/09/1923,28834.97
19/09/1923,28838.57
20/09/1923,28842.18
21/09/1923,28845.78
24/09/1923,28849.38
25/09/1923,28852.98
26/09/1923,28856.57
27/09/1923,28860.17
28/09/1923,28863.77
01/10/1923,28867.37
02/10/1923,28870.96
03/10/1923,28874.56
04/10/1923,28878.15
05/10/1923,28881.75
08/10/1923,28885.34
09/10/1923,28888.93
10/10/1923,28892.52
11/10/1923,28896.11
15/10/1923,28899.69
16/10/1923,28903.28
17/10/1923,28906.86
18/10/1923,28910.44
19/10/1923,28914.03
22/10/1923,28917.61
23/10/1923,28921.18
24/10/1923,28924.76
25/10/1923,28928.34
26/10/1923,28931.92
29/10/1923,28935.49
30/10/1923,28939.06
31/10/1923,28942.64
01/11/1923,28946.21
02/11/1923,28949.78
05/11/1923,28953.35
07/11/1923,28956.92
08/11/1923,28960.49
09/11/1923,28964.05
12/11/1923,28967.62
13/11/1923,28971.19
14/11/1923,28974.75
15/11/1923,28978.32
16/11/1923,28981.88
19/11/1923,28985.44
20/11/1923,28989.01
21/11/1923,28992.57
22/11/1923,28996.13
23/11/1923,28999.69
26/11/1923,29003.25
27/11/1923,29006.81
28/11/1923,29010.37
30/11/1923,29013.93
03/12/1923,29017.48
04/12/1923,29021.04
05/12/1923,29024.59
06/12/1923,29028.15
07/12/1923,29031.7
10/12/1923,29035.25
11/12/1923,29038.8
12/12/1923,29042.35
13/12/1923,29045.89
14/12/1923,29049.44
17/12/1923,29052.99
18/12/1923,29056.53
19/12/1923,29060.07
20/12/1923,29063.61
21/12/1923,29067.16
24/12/1923,29070.69
26/12/1923,29074.23
27/12/1923,29077.77
28/12/1923,29081.3
31/12/1923,29084.83
02/01/1924,29088.37
03/01/1924,29091.9
04/01/1924,29095.43
07/01/1924,29098.96
08/01/1924,29102.48
09/01/1924,29106.01
10/01/1924,29109.54
11/01/1924,29113.07
14/01/1924,29116.59
15/01/1924,29120.12
16/01/1924,29123.64
17/01/1924,29127.17
18/01/1924,29130.69
21/01/1924,29134.21
22/01/1924,29137.74
23/01/1924,29141.26
24/01/1924,29144.78
25/01/1924,29148.3
28/01/1924,29151.82
29/01/1924,29155.34
30/01/1924,29158.86
31/01/1924,29162.37
01/02/1924,29165.89
04/02/1924,29169.41
05/02/1924,29172.93
06/02/1924,29176.44
07/02/1924,29179.96
08/02/1924,29183.48
11/02/1924,29187
13/02/1924,29190.51
14/02/1924,29194.03
15/02/1924,29197.54
18/02/1924,29201.06
19/02/1924,29204.58
20/02/1924,29208.09
21/02/1924,29211.61
25/02/1924,29215.12
26/02/1924,29218.63
27/02/1924,29222.15
28/02/1924,29225.66
29/02/1924,29229.18
03/03/1924,29232.69
04/03/1924,29236.2
05/03/1924,29239.72
06/03/1924,29243.23
07/03/1924,29246.74
10/03/1924,29250.25
11/03/1924,29253.76
12/03/1924,29257.27
13/03/1924,29260.78
14/03/1924,29264.29
17/03/1924,29267.79
18/03/1924,29271.3
19/03/1924,29274.8
20/03/1924,29278.31
21/03/1924,29281.82
24/03/1924,29285.32
25/03/1924,29288.82
26/03/1924,29292.33
27/03/1924,29295.83
28/03/1924,29299.33
31/03/1924,29302.83
01/04/1924,29306.33
02/04/1924,29309.83
03/04/1924,29313.33
04/04/1924,29316.83
07/04/1924,29320.33
08/04/1924,29323.82
09/04/1924,29327.32
10/04/1924,29330.81
11/04/1924,29334.31
14/04/1924,29337.8
15/04/1924,29341.3
16/04/1924,29344.79
17/04/1924,29348.28
21/04/1924,29351.77
22/04/1924,29355.26
23/04/1924,29358.75
24/04/1924,29362.24
25/04/1924,29365.73
28/04/1924,29369.22
29/04/1924,29372.7
30/04/1924,29376.19
01/05/1924,29379.67
02/05/1924,29383.16
05/05/1924,29386.64
06/05/1924,29390.13
07/05/1924,29393.61
08/05/1924,29397.1
09/05/1924,29400.58
12/05/1924,29404.07
13/05/1924,29407.55
14/05/1924,29411.04
15/05/1924,29414.52
16/05/1924,29418.01
19/05/1924,29421.49
20/05/1924,29424.97
21/05/1924,29428.46
22/05/1924,29431.94
23/05/1924,29435.42
26/05/1924,29438.91
27/05/1924,29442.39
28/05/1924,29445.87
29/05/1924,29449.36
02/06/1924,29452.84
03/06/1924,29456.32
04/06/1924,29459.8
05/06/1924,29463.28
06/06/1924,29466.76
09/06/1924,29470.24
10/06/1924,29473.72
11/06/1924,29477.2
12/06/1924,29480.67
13/06/1924,29484.15
16/06/1924,29487.62
17/06/1924,29491.1
18/06/1924,29494.57
19/06/1924,29498.05
20/06/1924,29501.52
23/06/1924,29504.99
24/06/1924,29508.46
25/06/1924,29511.93
26/06/1924,29515.4
27/06/1924,29518.87
30/06/1924,29522.34
01/07/1924,29525.81
02/07/1924,29529.28
03/07/1924,29532.74
07/07/1924,29536.21
08/07/1924,29539.67
09/07/1924,29543.14
10/07/1924,29546.6
11/07/1924,29550.06
14/07/1924,29553.52
15/07/1924,29556.98
16/07/1924,29560.45
17/07/1924,29563.91
18/07/1924,29567.37
21/07/1924,29570.82
22/07/1924,29574.28
23/07/1924,29577.74
24/07/1924,29581.19
25/07/1924,29584.65
28/07/1924,29588.11
29/07/1924,29591.56
30/07/1924,29595.01
31/07/1924,29598.47
01/08/1924,29601.92
04/08/1924,29605.37
05/08/1924,29608.82
06/08/1924,29612.28
07/08/1924,29615.73
08/08/1924,29619.18
11/08/1924,29622.63
12/08/1924,29626.09
13/08/1924,29629.54
14/08/1924,29632.99
15/08/1924,29636.44
18/08/1924,29639.89
19/08/1924,29643.34
20/08/1924,29646.8
21/08/1924,29650.25
22/08/1924,29653.7
25/08/1924,29657.15
26/08/1924,29660.6
27/08/1924,29664.05
28/08/1924,29667.5
29/08/1924,29670.95
02/09/1924,29674.4
03/09/1924,29677.85
04/09/1924,29681.3
05/09/1924,29684.74
08/09/1924,29688.19
09/09/1924,29691.64
10/09/1924,29695.08
11/09/1924,29698.53
12/09/1924,29701.97
15/09/1924,29705.41
16/09/1924,29708.85
17/09/1924,29712.3
18/09/1924,29715.74
19/09/1924,29719.18
22/09/1924,29722.62
23/09/1924,29726.06
24/09/1924,29729.49
25/09/1924,29732.93
26/09/1924,29736.37
29/09/1924,29739.8
30/09/1924,29743.24
01/10/1924,29746.67
02/10/1924,29750.11
03/10/1924,29753.54
06/10/1924,29756.97
07/10/1924,29760.41
08/10/1924,29763.84
09/10/1924,29767.27
10/10/1924,29770.7
14/10/1924,29774.13
15/10/1924,29777.55
16/10/1924,29780.98
17/10/1924,29784.41
20/10/1924,29787.83
21/10/1924,29791.26
22/10/1924,29794.68
23/10/1924,29798.11
24/10/1924,29801.53
27/10/1924,29804.95
28/10/1924,29808.37
29/10/1924,29811.79
30/10/1924,29815.21
31/10/1924,29818.63
03/11/1924,29822.05
05/11/1924,29825.47
06/11/1924,29828.89
07/11/1924,29832.31
10/11/1924,29835.72
11/11/1924,29839.14
12/11/1924,29842.56
13/11/1924,29845.98
14/11/1924,29849.4
17/11/1924,29852.81
18/11/1924,29856.23
19/11/1924,29859.65
20/11/1924,29863.06
21/11/1924,29866.48
24/11/1924,29869.9
25/11/1924,29873.31
26/11/1924,29876.73
28/11/1924,29880.14
01/12/1924,29883.56
02/12/1924,29886.97
03/12/1924,29890.39
04/12/1924,29893.8
05/12/1924,29897.21
08/12/1924,29900.63
09/12/1924,29904.04
10/12/1924,29907.45
11/12/1924,29910.86
12/12/1924,29914.27
15/12/1924,29917.68
16/12/1924,29921.08
