Date,UPRO
2014-01-14,65722.71
2014-01-15,66814.38
2014-01-16,66536.24
2014-01-17,65674.03
2014-01-21,66251.16
2014-01-22,66397.18
2014-01-23,64804.87
2014-01-24,60556.4
2014-01-27,59694.18
2014-01-28,60744.13
2014-01-29,58929.32
2014-01-30,60924.92
2014-01-31,59791.53
2014-02-03,55744.7
2014-02-04,56871.14
2014-02-05,56676.45
2014-02-06,58866.74
2014-02-07,61189.15
2014-02-10,61467.28
2014-02-11,63448.97
2014-02-12,63622.81
2014-02-13,64589.32
2014-02-14,65569.73
2014-02-18,65861.77
2014-02-19,64505.88
2014-02-20,65576.69
2014-02-21,65486.29
2014-02-24,66459.76
2014-02-25,66418.04
2014-02-26,66424.99
2014-02-27,67523.61
2014-02-28,67954.72
2014-03-03,66543.2
2014-03-04,69366.24
2014-03-05,69414.91
2014-03-06,70054.62
2014-03-07,70047.67
2014-03-10,69992.04
2014-03-11,68949.04
2014-03-12,68997.72
2014-03-13,66703.12
2014-03-14,66091.23
2014-03-17,67829.56
2014-03-18,69338.43
2014-03-19,68302.38
2014-03-20,69380.15
2014-03-21,68608.33
2014-03-24,67718.31
2014-03-25,68719.58
2014-03-26,67182.9
2014-03-27,66786.56
2014-03-28,67725.26
2014-03-31,69411.44
2014-04-01,70805.58
2014-04-02,71535.68
2014-04-03,71188.01
2014-04-04,68712.63
2014-04-07,66355.46
2014-04-08,67238.53
2014-04-09,69401.01
2014-04-10,64999.56
2014-04-11,63233.42
2014-04-14,64707.52
2014-04-15,66042.56
2014-04-16,68121.6
2014-04-17,68385.82
2014-04-21,69164.6
2014-04-22,70026.81
2014-04-23,69595.7
2014-04-24,70012.9
2014-04-25,68260.67
2014-04-28,68900.37
2014-04-29,69866.88
2014-04-30,70562.21
2014-05-01,70527.44
2014-05-02,70242.36
2014-05-05,70610.88
2014-05-06,68768.26
2014-05-07,69985.09
2014-05-08,69748.67
2014-05-09,70082.43
2014-05-12,72057.17
2014-05-13,72265.77
2014-05-14,71229.73
2014-05-15,69282.8
2014-05-16,70082.43
2014-05-19,70847.3
2014-05-20,69470.54
2014-05-21,71201.92
2014-05-22,71772.09
2014-05-23,72613.44
2014-05-27,73983.24
2014-05-28,73774.64
2014-05-29,74921.94
2014-05-30,75234.84
2014-06-02,75568.6
2014-06-03,75450.39
2014-06-04,75818.92
2014-06-05,77390.36
2014-06-06,78488.99
2014-06-09,78704.54
2014-06-10,78760.17
2014-06-11,77967.49
2014-06-12,76263.93
2014-06-13,76959.26
2014-06-16,77091.37
2014-06-17,77710.22
2014-06-18,79483.31
2014-06-19,79747.54
2014-06-20,80234.27
2014-06-23,80136.92
2014-06-24,78628.05
2014-06-25,79716.13
2014-06-26,79597.85
2014-06-27,80043.15
2014-06-30,79917.91
2014-07-01,81476.47
2014-07-02,81692.16
2014-07-03,82923.7
2014-07-07,82102.68
2014-07-08,80537.16
2014-07-09,81546.05
2014-07-10,80564.99
2014-07-11,80947.67
2014-07-14,82081.8
2014-07-15,81657.37
2014-07-16,82547.98
2014-07-17,79716.13
2014-07-18,82144.42
2014-07-21,81643.46
2014-07-22,82742.8
2014-07-23,83299.43
2014-07-24,83316.82
2014-07-25,82179.21
2014-07-28,82227.92
2014-07-29,81184.24
2014-07-30,81184.24
2014-07-31,76369.41
2014-08-01,75631.87
2014-08-04,77260.01
2014-08-05,74970.88
2014-08-06,75047.41
2014-08-07,73815.87
2014-08-08,76390.28
2014-08-11,77120.85
2014-08-12,76752.09
2014-08-13,78415.01
2014-08-14,79403.03
2014-08-15,79368.24
2014-08-18,81323.4
2014-08-19,82603.64
2014-08-20,83299.43
2014-08-21,84036.96
2014-08-22,83598.62
2014-08-25,84851.03
2014-08-26,85080.64
2014-08-27,84990.19
2014-08-28,84809.28
2014-08-29,85498.11
2014-09-02,85324.16
2014-09-03,85275.46
2014-09-04,84795.37
2014-09-05,85999.08
2014-09-08,85338.08
2014-09-09,83730.82
2014-09-10,84677.08
2014-09-11,84867.73
2014-09-12,83424.67
2014-09-15,83222.89
2014-09-16,85115.43
2014-09-17,85428.53
2014-09-18,86764.44
2014-09-19,86625.28
2014-09-22,84510.09
2014-09-23,83076.78
2014-09-24,85046.34
2014-09-25,80917.95
2014-09-26,82895.12
2014-09-29,82379.94
2014-09-30,81704.64
2014-10-01,78418.63
2014-10-02,78369.9
2014-10-03,80966.68
2014-10-06,80667.32
2014-10-07,76984.48
2014-10-08,81029.34
2014-10-09,76114.25
2014-10-10,73524.43
2014-10-13,69897.29
2014-10-14,70259.31
2014-10-15,68546.68
2014-10-16,68504.91
2014-10-17,71080.81
2014-10-20,73092.79
2014-10-21,77409.16
2014-10-22,75794
2014-10-23,78453.44
2014-10-24,80110.37
2014-10-27,79831.89
2014-10-28,82491.33
2014-10-29,82275.51
2014-10-30,83869.78
2014-10-31,86633.65
2014-11-03,86772.89
2014-11-04,85937.46
2014-11-05,87496.92
2014-11-06,88596.9
2014-11-07,88833.6
2014-11-10,89578.53
2014-11-11,89843.08
2014-11-12,89585.49
2014-11-13,89850.04
2014-11-14,89947.51
2014-11-17,90121.55
2014-11-18,91660.13
2014-11-19,91193.68
2014-11-20,91667.09
2014-11-21,93212.63
2014-11-24,93936.66
2014-11-25,93853.12
2014-11-26,94479.69
2014-11-28,93860.08
2014-12-01,91945.57
2014-12-02,93581.61
2014-12-03,94779.05
2014-12-04,94410.07
2014-12-05,94827.78
2014-12-08,92982.89
2014-12-09,92704.41
2014-12-10,88318.43
2014-12-11,89536.75
2014-12-12,85283.05
2014-12-15,83375.49
2014-12-16,81516.67
2014-12-17,86452.64
2014-12-18,92613.91
2014-12-19,93811.35
2014-12-22,95057.99
2014-12-23,95580.67
2014-12-24,95573.7
2014-12-26,96423.92
2014-12-29,96772.38
2014-12-30,95287.97
2014-12-31,92416.71
2015-01-02,92165.83
2015-01-05,87203.86
2015-01-06,84841.35
2015-01-07,87970.45
2015-01-08,92611.85
2015-01-09,90339.93
2015-01-12,88158.62
2015-01-13,87433.84
2015-01-14,85900.64
2015-01-15,83552.07
2015-01-16,86667.24
2015-01-20,87357.18
2015-01-21,88639.48
2015-01-22,92639.72
2015-01-23,91022.9
2015-01-26,91782.53
2015-01-27,88123.77
2015-01-28,84534.71
2015-01-29,87043.57
2015-01-30,83663.57
2015-02-02,86722.99
2015-02-03,90513.74
2015-02-04,89489.71
2015-02-05,92277.33
2015-02-06,91461.95
2015-02-09,90214.49
2015-02-10,93120.59
2015-02-11,93273.91
2015-02-12,95936.09
2015-02-13,97176.58
2015-02-17,97678.35
2015-02-18,97580.79
2015-02-19,97392.62
2015-02-20,99162.76
2015-02-23,99093.07
2015-02-24,99929.36
2015-02-25,99601.82
2015-02-26,99274.27
2015-02-27,98291.63
2015-03-02,100131.46
2015-03-03,98890.97
2015-03-04,97587.76
2015-03-05,97929.24
2015-03-06,93726.9
2015-03-09,94960.42
2015-03-10,90319.03
2015-03-11,89656.97
2015-03-12,93078.77
2015-03-13,91364.39
2015-03-16,95092.83
2015-03-17,94179.89
2015-03-18,97490.19
2015-03-19,96186.98
2015-03-20,98730.68
2015-03-23,98201.03
2015-03-24,96472.71
2015-03-25,92230.03
2015-03-26,91623.12
2015-03-27,92181.2
2015-03-30,95585.5
2015-03-31,93102.04
2015-04-01,92125.39
2015-04-02,92955.54
2015-04-06,94936.73
2015-04-07,94141.46
2015-04-08,95139.04
2015-04-09,96429.6
2015-04-10,97936.42
2015-04-13,96659.81
2015-04-14,97176.04
2015-04-15,98459.62
2015-04-16,98368.94
2015-04-17,94971.61
2015-04-20,97552.74
2015-04-21,97224.87
2015-04-22,98641
2015-04-23,99387.44
2015-04-24,100098.99
2015-04-27,98780.52
2015-04-28,99687.4
2015-04-29,98473.58
2015-04-30,95515.74
2015-05-01,98571.24
2015-05-04,99526.96
2015-05-05,95983.13
2015-05-06,94832.09
2015-05-07,95983.13
2015-05-08,99715.31
2015-05-11,98341.03
2015-05-12,97399.27
2015-05-13,97510.88
2015-05-14,100566.38
2015-05-15,100866.35
2015-05-18,101801.14
2015-05-19,101661.62
2015-05-20,101473.27
2015-05-21,102338.29
2015-05-22,101626.74
2015-05-26,98409.4
2015-05-27,101040.75
2015-05-28,100775.66
2015-05-29,98794.47
2015-06-01,99436.27
2015-06-02,99157.23
2015-06-03,99924.59
2015-06-04,97608.55
2015-06-05,96980.71
2015-06-08,95166.94
2015-06-09,95013.47
2015-06-10,98515.43
2015-06-11,99408.36
2015-06-12,97064.42
2015-06-15,95780.83
2015-06-16,97469.03
2015-06-17,97943.4
2015-06-18,100831.47
2015-06-19,99087.47
2015-06-22,101110.51
2015-06-23,101333.75
2015-06-24,99108.61
2015-06-25,98131.76
2015-06-26,98145.71
2015-06-29,92019.46
2015-06-30,92661.39
2015-07-01,94726.73
2015-07-02,94433.68
2015-07-06,93666.15
2015-07-07,95340.75
2015-07-08,90623.95
2015-07-09,91070.51
2015-07-10,94531.36
2015-07-13,97615.42
2015-07-14,98983.02
2015-07-15,98801.6
2015-07-16,101048.36
2015-07-17,101369.33
2015-07-20,101578.65
2015-07-21,100294.79
2015-07-22,99694.72
2015-07-23,98048.03
2015-07-24,95075.61
2015-07-27,93373.09
2015-07-28,96778.12
2015-07-29,98773.69
2015-07-30,98787.65
2015-07-31,98382.95
2015-08-03,97308.41
2015-08-04,96778.12
2015-08-05,97727.06
2015-08-06,95591.94
2015-08-07,94768.6
2015-08-10,98313.17
2015-08-11,95675.67
2015-08-12,95940.82
2015-08-13,95661.72
2015-08-14,96666.48
2015-08-17,98299.22
2015-08-18,97447.96
2015-08-19,95187.25
2015-08-20,89172.63
2015-08-21,80813.57
2015-08-24,71505.56
2015-08-25,68156.36
2015-08-26,76194.45
2015-08-27,81888.11
2015-08-28,81902.06
2015-08-31,79822.76
2015-09-01,72733.61
2015-09-02,76780.57
2015-09-03,76906.16
2015-09-04,73487.18
2015-09-08,79027.33
2015-09-09,75817.67
2015-09-10,77045.71
2015-09-11,78134.2
2015-09-14,77171.31
2015-09-15,80213.5
2015-09-16,82167.21
2015-09-17,81748.56
2015-09-18,77659.73
2015-09-21,78859.86
2015-09-22,75831.62
2015-09-23,75343.2
2015-09-24,74687.31
2015-09-25,74491.94
2015-09-28,68854.11
2015-09-29,69007.61
2015-09-30,72887.11
2015-10-01,73515.09
2015-10-02,76585.2
2015-10-05,80799.61
2015-10-06,79962.31
2015-10-07,82027.66
2015-10-08,84148.82
2015-10-09,84302.33
2015-10-12,84665.16
2015-10-13,82976.6
2015-10-14,81706.69
2015-10-15,85432.68
2015-10-16,86590.95
2015-10-19,86772.37
2015-10-20,86395.58
2015-10-21,84888.44
2015-10-22,89088.9
2015-10-23,92047.37
2015-10-26,91461.26
2015-10-27,90791.41
2015-10-28,93931.3
2015-10-29,93917.34
2015-10-30,92466.02
2015-11-02,95773.36
2015-11-03,96596.71
2015-11-04,95898.95
2015-11-05,95508.21
2015-11-06,95312.84
2015-11-09,92689.3
2015-11-10,93177.72
2015-11-11,92172.96
2015-11-12,88363.24
2015-11-13,85376.86
2015-11-16,89242.41
2015-11-17,88935.4
2015-11-18,93205.63
2015-11-19,93066.08
2015-11-20,94084.8
2015-11-23,93680.1
2015-11-24,94126.67
2015-11-25,94015.03
2015-11-27,94280.17
2015-11-30,93219.59
2015-12-01,95857.09
2015-12-02,92814.89
2015-12-03,88949.35
2015-12-04,94154.58
2015-12-07,92438.11
2015-12-08,90568.13
2015-12-09,88502.79
2015-12-10,89019.13
2015-12-11,83799.94
2015-12-14,85251.27
2015-12-15,87874.81
2015-12-16,91712.45
2015-12-17,87637.58
2015-12-18,82669.59
2015-12-21,84930.3
2015-12-22,87205.75
2015-12-23,90394.16
2015-12-24,89764.86
2015-12-28,89359.32
2015-12-29,92170.15
2015-12-30,90254.31
2015-12-31,87569.34
2016-01-04,83793.59
2016-01-05,84255.07
2016-01-06,81049.88
2016-01-07,75207.27
2016-01-08,72704.09
2016-01-11,72829.94
2016-01-12,74703.83
2016-01-13,69068.18
2016-01-14,72438.39
2016-01-15,67697.73
2016-01-19,68089.29
2016-01-20,65502.2
2016-01-21,66453.13
2016-01-22,70648.4
2016-01-25,67501.95
2016-01-26,70186.92
2016-01-27,67893.51
2016-01-28,68956.31
2016-01-29,74102.51
2016-02-01,73878.76
2016-02-02,69921.22
2016-02-03,71095.9
2016-02-04,71403.55
2016-02-05,67320.15
2016-02-08,64551.27
2016-02-09,64537.29
2016-02-10,64467.79
2016-02-11,62132
2016-02-12,65767.9
2016-02-16,69026.23
2016-02-17,72452.37
2016-02-18,71557.38
2016-02-19,71543.39
2016-02-22,74550.01
2016-02-23,71837.06
2016-02-24,72787.99
2016-02-25,75347.11
2016-02-26,74899.61
2016-02-29,72857.91
2016-03-01,78269.82
2016-03-02,79346.6
2016-03-03,80157.69
2016-03-04,81010.73
2016-03-07,81178.54
2016-03-08,78479.58
2016-03-09,79696.21
2016-03-10,79836.05
2016-03-11,83737.66
2016-03-14,83430
2016-03-15,83052.43
2016-03-16,84548.74
2016-03-17,86114.98
2016-03-18,87121.84
2016-03-21,87443.48
2016-03-22,87359.57
2016-03-23,85639.51
2016-03-24,85429.75
2016-03-28,85639.51
2016-03-29,88072.77
2016-03-30,89121.59
2016-03-31,88520.27
2016-04-01,90170.41
2016-04-04,89345.34
2016-04-05,86730.28
2016-04-06,89429.24
2016-04-07,86310.76
2016-04-08,86995.98
2016-04-11,86324.74
2016-04-12,88813.94
2016-04-13,91415.01
2016-04-14,91484.93
2016-04-15,91065.4
2016-04-18,93065.15
2016-04-19,93946.15
2016-04-20,94169.9
2016-04-21,92687.57
2016-04-22,92743.51
2016-04-25,92198.12
2016-04-26,92701.56
2016-04-27,93191
2016-04-28,90729.78
2016-04-29,89233.46
2016-05-02,91219.23
2016-05-03,88869.87
2016-05-04,87303.64
2016-05-05,87373.56
2016-05-06,88226.6
2016-05-09,88562.22
2016-05-10,91764.61
2016-05-11,89247.45
2016-05-12,89233.46
2016-05-13,86870.13
2016-05-16,89443.23
2016-05-17,87009.97
2016-05-18,87121.84
2016-05-19,86198.88
2016-05-20,87765.12
2016-05-23,87331.61
2016-05-24,90785.71
2016-05-25,92603.67
2016-05-26,92701.56
2016-05-27,93834.28
2016-05-31,93386.78
2016-06-01,93904.2
2016-06-02,94813.18
2016-06-03,93988.11
2016-06-06,95372.55
2016-06-07,95722.15
2016-06-08,96673.08
2016-06-09,96309.49
2016-06-10,93540.61
2016-06-13,91456.96
2016-06-14,90953.53
2016-06-15,90464.08
2016-06-16,91289.15
2016-06-17,90254.31
2016-06-20,91988.36
2016-06-21,92757.49
2016-06-22,92243.84
2016-06-23,95898.31
2016-06-24,85508.97
2016-06-27,80860.38
2016-06-28,85242.94
2016-06-29,89709.51
2016-06-30,93195.96
2016-07-01,93854.05
2016-07-05,91949.8
2016-07-06,93490
2016-07-07,93293.97
2016-07-08,97424.5
2016-07-11,98474.64
2016-07-12,100630.92
2016-07-13,100644.92
2016-07-14,102199.12
2016-07-15,101891.08
2016-07-18,102717.18
2016-07-19,102353.14
2016-07-20,103669.31
2016-07-21,102465.15
2016-07-22,103851.33
2016-07-25,103067.23
2016-07-26,103109.23
2016-07-27,102857.2
2016-07-28,103193.24
2016-07-29,103571.29
2016-08-01,103319.26
2016-08-02,101331.01
2016-08-03,102241.12
2016-08-04,102605.17
2016-08-05,105111.49
2016-08-08,104901.46
2016-08-09,105013.48
2016-08-10,104257.38
2016-08-11,105755.57
2016-08-12,105447.53
2016-08-15,106427.66
2016-08-16,104677.43
2016-08-17,105237.51
2016-08-18,105979.6
2016-08-19,105489.54
2016-08-22,105461.54
2016-08-23,106063.61
2016-08-24,104565.42
2016-08-25,104131.36
2016-08-26,103641.3
2016-08-29,105125.49
2016-08-30,104565.42
2016-08-31,103683.31
2016-09-01,103767.32
2016-09-02,105097.49
2016-09-06,106105.62
2016-09-07,106077.61
2016-09-08,105279.51
2016-09-09,97774.55
2016-09-12,101849.07
2016-09-13,97438.51
2016-09-14,97298.49
2016-09-15,100252.87
2016-09-16,99118.72
2016-09-19,99090.72
2016-09-20,99216.73
2016-09-21,102511.78
2016-09-22,104360.35
2016-09-23,102735.85
2016-09-26,100201.06
2016-09-27,102091.65
2016-09-28,103562.11
2016-09-29,100761.24
2016-09-30,103127.97
2016-10-03,102147.67
2016-10-04,100733.23
2016-10-05,102063.64
2016-10-06,102231.69
2016-10-07,101125.35
2016-10-10,102651.82
2016-10-11,98912.67
2016-10-12,99276.78
2016-10-13,98268.47
2016-10-14,98366.5
2016-10-17,97414.2
2016-10-18,99080.72
2016-10-19,99906.97
2016-10-20,99360.8
2016-10-21,99416.82
2016-10-24,100677.21
2016-10-25,99822.95
2016-10-26,99192.75
2016-10-27,98352.49
2016-10-28,97400.2
2016-10-31,97330.17
2016-11-01,95369.57
2016-11-02,93549
2016-11-03,92302.62
2016-11-04,91868.48
2016-11-07,97918.36
2016-11-08,99248.77
2016-11-09,102623.82
2016-11-10,103254.01
2016-11-11,102567.8
2016-11-14,102763.86
2016-11-15,105158.6
2016-11-16,104626.44
2016-11-17,106152.91
2016-11-18,105452.69
2016-11-21,107819.43
2016-11-22,108449.62
2016-11-23,108645.68
2016-11-25,109892.07
2016-11-28,108337.59
2016-11-29,108953.78
2016-11-30,108085.51
2016-12-01,106839.12
2016-12-02,107035.18
2016-12-05,108841.74
2016-12-06,110046.12
2016-12-07,114247.42
2016-12-08,115115.69
2016-12-09,117174.33
2016-12-12,116852.23
2016-12-13,119078.92
2016-12-14,116362.07
2016-12-15,117552.44
2016-12-16,117048.29
2016-12-19,117692.49
2016-12-20,118938.87
2016-12-21,118056.6
2016-12-22,117496.43
2016-12-23,117846.53
2016-12-27,118742.81
2016-12-28,115913.94
2016-12-29,115717.87
2016-12-30,114527.51
2017-01-03,117006.27
2017-01-04,119092.92
2017-01-05,118728.81
2017-01-06,120073.23
2017-01-09,118938.87
2017-01-10,118742.81
2017-01-11,119709.11
2017-01-12,118924.87
2017-01-13,119667.1
2017-01-17,118560.76
2017-01-18,119176.95
2017-01-19,117930.56
2017-01-20,119148.94
2017-01-23,118224.65
2017-01-24,120479.35
2017-01-25,123406.26
2017-01-26,123126.17
2017-01-27,122692.04
2017-01-30,120479.35
2017-01-31,120409.33
2017-02-01,120479.35
2017-02-02,120647.4
2017-02-03,123070.15
2017-02-06,122551.99
2017-02-07,122467.97
2017-02-08,122958.12
2017-02-09,125058.77
2017-02-10,126529.23
2017-02-13,128461.83
2017-02-14,130114.34
2017-02-15,132060.94
2017-02-16,131808.86
2017-02-17,132327.02
2017-02-21,134609.73
2017-02-22,134371.66
2017-02-23,134707.76
2017-02-24,135155.9
2017-02-27,135758.09
2017-02-28,134749.78
2017-03-01,140183.46
2017-03-02,137802.72
2017-03-03,137928.76
2017-03-06,136724.39
2017-03-07,135506.01
2017-03-08,134623.74
2017-03-09,135099.88
2017-03-10,136430.3
2017-03-13,136640.36
2017-03-14,135239.93
2017-03-15,138446.92
2017-03-16,137900.75
2017-03-17,136990.47
2017-03-20,136500.32
2017-03-21,131402.74
2017-03-22,132200.99
2017-03-23,131752.85
2017-03-24,131486.76
2017-03-27,131010.62
2017-03-28,133741.46
2017-03-29,134357.65
2017-03-30,135407.98
2017-03-31,134455.68
2017-04-03,133937.52
2017-04-04,134161.59
2017-04-05,132803.17
2017-04-06,133895.51
2017-04-07,133503.39
2017-04-10,133713.45
2017-04-11,133237.31
2017-04-12,131556.79
2017-04-13,129050.01
2017-04-17,132313.02
2017-04-18,131052.63
2017-04-19,130380.42
2017-04-20,133419.36
2017-04-21,132299.02
2017-04-24,136500.32
2017-04-25,138895.06
2017-04-26,138699
2017-04-27,139035.1
2017-04-28,138180.84
2017-05-01,139049.11
2017-05-02,139287.18
2017-05-03,138839.04
2017-05-04,139105.13
2017-05-05,140855.67
2017-05-08,140771.64
2017-05-09,140393.52
2017-05-10,141037.72
2017-05-11,140267.49
2017-05-12,139567.27
2017-05-15,141639.91
2017-05-16,141331.82
2017-05-17,133895.51
2017-05-18,135281.94
2017-05-19,137914.76
2017-05-22,140127.44
2017-05-23,141009.72
2017-05-24,141807.96
2017-05-25,143810.58
2017-05-26,143880.61
2017-05-30,143530.5
2017-05-31,143292.42
2017-06-01,146639.46
2017-06-02,148053.9
2017-06-05,147857.84
2017-06-06,146527.43
2017-06-07,147185.63
2017-06-08,147367.69
2017-06-09,146751.5
2017-06-12,146555.44
2017-06-13,148670.09
2017-06-14,148151.93
2017-06-15,147213.64
2017-06-16,147213.64
2017-06-19,150938.79
2017-06-20,148053.9
2017-06-21,147745.8
2017-06-22,147577.75
2017-06-23,148207.95
2017-06-26,148333.99
2017-06-27,144888.92
2017-06-28,148530.05
2017-06-29,144776.88
2017-06-30,145463.1
2017-07-03,146177.32
2017-07-05,147129.61
2017-07-06,143208.4
2017-07-07,145841.21
2017-07-10,146247.34
2017-07-11,145911.24
2017-07-12,149202.26
2017-07-13,149902.47
2017-07-14,151891.09
2017-07-17,151905.09
2017-07-18,152143.17
2017-07-19,154607.93
2017-07-20,154719.97
2017-07-21,154411.87
2017-07-24,154257.82
2017-07-25,155182.11
2017-07-26,155308.15
2017-07-27,154944.04
2017-07-28,154215.81
2017-07-31,154005.75
2017-08-01,154916.03
2017-08-02,155098.08
2017-08-03,154369.86
2017-08-04,155028.06
2017-08-07,155854.32
2017-08-08,154888.02
2017-08-09,154649.94
2017-08-10,148221.95
2017-08-11,148782.13
2017-08-14,153151.48
2017-08-15,153123.47
2017-08-16,153809.68
2017-08-17,146695.48
2017-08-18,145869.22
2017-08-21,146317.36
2017-08-22,150630.7
2017-08-23,149132.23
2017-08-24,148109.92
2017-08-25,149090.22
2017-08-28,149118.23
2017-08-29,149538.36
2017-08-30,151765.05
2017-08-31,154327.84
2017-09-01,155168.11
2017-09-05,151653.02
2017-09-06,153193.49
2017-09-07,153081.46
2017-09-08,152437.26
2017-09-11,157240.75
2017-09-12,158963.28
2017-09-13,159257.37
2017-09-14,159033.3
2017-09-15,159733.52
2017-09-18,160587.79
2017-09-19,160965.9
2017-09-20,161217.98
2017-09-21,159845.56
2017-09-22,159929.58
2017-09-25,158935.27
2017-09-26,159215.36
2017-09-27,160937.89
2017-09-28,161554.09
2017-09-29,163108.57
2017-10-02,165181.21
2017-10-03,166371.58
2017-10-04,166903.74
2017-10-05,169774.63
2017-10-06,169340.5
2017-10-09,168500.24
2017-10-10,169634.59
2017-10-11,170432.84
2017-10-12,169704.61
2017-10-13,170152.75
2017-10-16,170894.98
2017-10-17,171259.09
2017-10-18,171749.25
2017-10-19,171903.29
2017-10-20,174368.06
2017-10-23,172463.47
2017-10-24,173275.72
2017-10-25,170866.97
2017-10-26,171217.08
2017-10-27,175572.43
2017-10-30,173625.83
2017-10-31,174256.02
2017-11-01,175152.3
2017-11-02,175264.34
2017-11-03,176846.83
2017-11-06,177561.05
2017-11-07,177407
2017-11-08,178275.27
2017-11-09,176230.64
2017-11-10,175992.56
2017-11-13,176454.7
2017-11-14,175348.36
2017-11-15,172631.52
2017-11-16,176762.8
2017-11-17,175446.39
2017-11-20,176188.62
2017-11-21,179605.68
2017-11-22,179073.52
2017-11-24,180221.87
2017-11-27,180109.84
2017-11-28,185445.49
2017-11-29,185109.39
2017-11-30,189716.82
2017-12-01,188680.49
2017-12-04,187952.27
2017-12-05,185977.66
2017-12-06,185977.66
2017-12-07,187728.2
2017-12-08,190739.13
2017-12-11,192573.7
2017-12-12,193511.99
2017-12-13,193399.96
2017-12-14,191033.22
2017-12-15,195682.67
2017-12-18,199421.82
2017-12-19,197139.12
2017-12-20,196789.01
2017-12-21,197811.33
2017-12-22,197629.27
2017-12-26,196859.03
2017-12-27,197279.16
2017-12-28,198189.44
2017-12-29,196270.85
2018-01-02,200290.09
2018-01-03,203945.23
2018-01-04,206522.03
2018-01-05,210555.28
2018-01-08,211605.6
2018-01-09,213104.07
2018-01-10,212109.76
2018-01-11,216493.12
2018-01-12,220764.44
2018-01-16,218467.73
2018-01-17,224741.67
2018-01-18,223719.36
2018-01-19,226464.21
2018-01-22,232023.93
2018-01-23,233648.44
2018-01-24,233214.3
2018-01-25,233522.4
2018-01-26,241490.87
2018-01-29,236547.33
2018-01-30,229195.06
2018-01-31,232023.93
2018-02-01,228774.93
2018-02-02,213986.34
2018-02-05,187672.18
2018-02-06,198511.54
2018-02-07,194758.38
2018-02-08,173065.65
2018-02-09,181090.14
2018-02-12,188190.34
2018-02-13,189842.86
2018-02-14,197643.27
2018-02-15,204869.51
2018-02-16,205023.56
2018-02-20,201410.44
2018-02-21,198189.44
2018-02-22,199001.69
2018-02-23,208482.63
2018-02-26,215722.88
2018-02-27,207390.3
2018-02-28,200626.2
2018-03-01,192461.67
2018-03-02,195430.59
2018-03-05,202026.63
2018-03-06,203623.13
2018-03-07,203399.06
2018-03-08,206115.9
2018-03-09,216843.23
2018-03-12,216072.99
2018-03-13,211913.7
2018-03-14,208524.65
2018-03-15,207782.42
2018-03-16,208496.64
2018-03-19,199996
2018-03-20,200892.28
2018-03-21,199859.2
2018-03-22,186588.5
2018-03-23,172771.28
2018-03-26,187078.97
2018-03-27,177255.57
2018-03-28,175770.15
2018-03-29,183197.26
2018-04-02,170627.23
2018-04-03,177087.41
2018-04-04,183239.3
2018-04-05,186966.87
2018-04-06,174663.09
2018-04-09,176751.09
2018-04-10,185187.16
2018-04-11,182440.53
2018-04-12,186770.68
2018-04-13,185145.12
2018-04-16,189601.39
2018-04-17,195753.27
2018-04-18,196159.66
2018-04-19,192726.38
2018-04-20,187877.74
2018-04-23,187793.66
2018-04-24,180268.46
2018-04-25,181487.62
2018-04-26,187022.92
2018-04-27,187331.21
2018-04-30,182945.02
2018-05-01,183953.98
2018-05-02,180072.27
2018-05-03,178853.1
2018-05-04,185831.78
2018-05-07,187653.52
2018-05-08,187709.58
2018-05-09,193202.83
2018-05-10,198499.9
2018-05-11,199620.97
2018-05-14,200475.79
2018-05-15,196187.69
2018-05-16,198682.07
2018-05-17,198205.62
2018-05-18,196664.14
2018-05-21,201064.35
2018-05-22,199354.72
2018-05-23,200896.19
2018-05-24,199775.12
2018-05-25,198093.51
2018-05-29,191577.28
2018-05-30,198892.27
2018-05-31,194772.33
2018-06-01,200910.2
2018-06-04,203768.94
2018-06-05,204357.5
2018-06-06,209486.41
2018-06-07,209192.13
2018-06-08,210831.7
2018-06-11,211714.54
2018-06-12,212639.43
2018-06-13,210201.09
2018-06-14,211966.78
2018-06-15,211083.94
2018-06-18,209570.49
2018-06-19,207258.28
2018-06-20,208089.25
2018-06-21,204301.98
2018-06-22,205269.84
2018-06-25,197106.18
2018-06-26,198158.19
2018-06-27,193192.67
2018-06-28,196643.29
2018-06-29,197274.5
2018-07-02,198368.6
2018-07-03,196096.24
2018-07-05,201019.68
2018-07-06,205858.97
2018-07-09,211539.87
2018-07-10,213770.15
2018-07-11,209267.51
2018-07-12,214611.76
2018-07-13,215032.57
2018-07-16,214569.68
2018-07-17,217262.85
2018-07-18,218483.19
2018-07-19,215958.35
2018-07-20,215200.89
2018-07-23,216463.32
2018-07-24,219408.97
2018-07-25,225384.43
2018-07-26,223238.31
2018-07-27,218904
2018-07-30,215242.97
2018-07-31,218441.11
2018-08-01,217557.41
2018-08-02,220755.55
2018-08-03,223743.28
2018-08-06,226183.97
2018-08-07,228203.84
2018-08-08,227698.87
2018-08-09,226815.18
2018-08-10,222228.38
2018-08-13,219871.85
2018-08-14,223995.77
2018-08-15,219072.32
2018-08-16,224037.85
2018-08-17,226226.05
2018-08-20,227951.36
2018-08-21,229213.78
2018-08-22,229087.54
2018-08-23,227783.03
2018-08-24,231906.95
2018-08-27,237293.28
2018-08-28,237629.93
2018-08-29,241501.35
2018-08-30,238387.38
